t_sec,x,y,z,solve_ms,n_zero_weights
8.340,0.0197,0.0446,4.6393,3.464,0
13.858,-0.0165,-0.0126,4.8944,2.521,0
19.372,-0.0050,0.0088,4.9115,3.156,0
24.882,-0.0095,0.0232,4.9354,1.842,0
30.399,0.0029,0.0416,4.9340,2.491,0
41.420,0.0003,0.0289,4.9492,4.316,0
46.928,0.0098,-0.0012,4.8781,2.726,0
57.958,-0.0076,0.0049,4.9691,2.687,0
68.978,0.0031,0.0243,4.9802,3.475,0
79.998,0.0555,0.1345,5.0203,3.290,0
85.514,0.0248,0.0233,4.9787,2.716,0
91.018,0.0687,0.0951,4.9708,3.186,0
102.038,0.0111,0.1137,5.0409,3.366,0
107.555,0.0310,0.0861,4.9770,4.240,0
113.071,0.0329,0.0878,5.0137,3.986,0
118.582,0.0247,0.0756,5.0025,3.497,0
124.092,0.0966,0.1259,5.0000,3.729,0
135.107,0.1275,0.1586,4.9443,3.988,0
