t_sec,x,y,z,solve_ms,n_zero_weights
0.806,0.0189,-0.0104,-0.0219,5.257,3
0.906,0.0034,-0.0163,0.0117,5.244,3
1.005,0.0477,0.0020,0.0056,3.862,3
1.103,0.0631,-0.0111,0.0031,2.333,3
1.203,0.0811,-0.0046,-0.0234,2.157,3
1.304,0.0125,-0.0041,0.0114,2.844,3
1.402,0.1001,0.0127,0.0300,1.936,3
1.504,0.0633,0.0292,-0.0262,2.700,3
1.603,-0.0026,-0.0044,-0.0127,1.806,3
1.703,0.0310,-0.0075,-0.0196,2.721,3
1.802,-0.0244,0.0049,-0.0072,1.674,3
1.903,0.0116,0.0053,-0.0218,1.865,3
2.003,-0.0036,0.0058,0.0210,2.225,3
2.103,0.0033,0.0005,0.0194,1.898,3
2.203,0.0358,-0.0012,0.0423,1.864,3
2.303,-0.0013,0.0020,0.0203,1.810,3
2.404,0.0421,-0.0045,-0.0060,2.865,3
2.503,0.0036,-0.0086,-0.0021,2.063,0
2.603,0.0001,-0.0185,0.0200,1.867,0
2.703,-0.0374,0.0032,0.0041,1.788,0
2.803,-0.0500,-0.0176,0.0371,1.779,0
2.903,-0.0116,-0.0126,0.0766,2.482,0
3.004,-0.1051,-0.0321,0.0436,2.531,0
3.103,-0.1193,-0.0498,-0.0006,2.214,0
3.203,-0.1709,-0.0536,-0.0243,1.799,0
3.303,-0.1229,-0.0630,-0.0256,1.942,0
3.403,-0.1661,-0.0459,-0.0055,1.833,0
3.502,-0.1319,-0.0615,0.0115,1.718,0
3.603,-0.1563,-0.0610,0.0073,1.674,0
3.703,-0.1421,-0.0697,0.0171,2.011,0
3.802,-0.1335,-0.0627,0.0392,1.657,0
3.903,-0.1249,-0.0956,0.0007,2.695,0
4.002,-0.1367,-0.0912,0.0338,1.631,0
4.103,-0.1262,-0.0872,0.0171,2.171,0
4.203,-0.0868,-0.0758,0.0097,2.052,0
4.302,-0.1366,-0.0953,0.0301,1.736,0
4.403,-0.1276,-0.0930,0.0376,1.815,0
4.502,-0.0875,-0.0913,0.0620,1.771,0
4.602,-0.0645,-0.0723,0.0374,1.730,0
4.703,-0.0537,-0.0905,0.0343,2.340,0
4.802,-0.0622,-0.0519,0.0260,1.726,0
4.903,-0.0452,-0.0278,0.0226,1.742,0
5.003,-0.0364,-0.0085,0.0048,2.230,0
5.105,-0.0181,-0.0205,-0.0074,3.752,0
5.202,-0.0047,0.0045,0.0194,1.650,0
5.303,-0.0285,-0.0244,-0.0011,2.002,0
5.403,-0.0105,-0.0236,-0.0269,2.062,0
5.503,-0.0219,-0.0239,-0.0268,2.084,0
5.603,-0.0268,-0.0314,-0.0353,1.977,0
5.702,-0.0476,-0.0239,-0.0427,1.737,0
5.804,-0.0134,-0.0214,-0.0853,2.411,0
5.903,-0.0292,-0.0691,-0.0844,2.170,0
6.002,-0.0512,-0.0662,-0.1200,1.497,0
6.103,-0.0360,-0.0393,-0.0668,1.891,0
6.203,-0.0851,-0.0526,-0.1145,2.012,0
6.302,-0.0634,-0.0212,-0.1073,1.806,0
6.403,-0.0439,-0.0281,-0.1043,2.314,0
6.502,-0.0389,-0.0061,-0.0898,1.704,0
6.602,-0.0588,-0.0187,-0.0800,1.584,0
6.703,-0.0071,0.0111,-0.0785,1.891,0
6.803,0.0120,0.0072,-0.0758,1.779,0
6.902,-0.0585,0.0044,-0.0372,1.702,0
7.002,-0.0424,-0.0283,-0.0600,1.492,0
7.103,-0.0459,-0.0203,-0.0831,1.852,0
7.203,-0.0118,-0.0356,-0.0858,1.942,0
7.303,-0.0077,-0.0255,-0.0918,1.951,0
7.403,-0.0305,-0.0196,-0.0789,2.048,0
7.502,-0.0527,-0.0399,-0.0932,1.844,0
7.603,-0.0699,-0.0733,-0.0543,1.809,0
7.704,-0.0493,-0.1113,-0.0857,2.974,0
7.805,-0.0636,-0.0989,-0.0754,3.834,0
7.904,-0.0701,-0.0918,-0.1034,2.787,0
8.003,-0.0500,-0.1131,-0.0637,1.739,0
8.104,-0.0942,-0.1156,-0.0819,2.502,0
8.203,-0.0790,-0.1246,-0.0770,1.855,0
8.303,-0.0737,-0.1193,-0.0603,1.837,0
8.403,-0.0936,-0.1524,-0.0862,1.837,0
8.503,-0.0716,-0.1299,-0.0927,1.806,0
8.605,-0.0718,-0.1373,-0.1026,4.224,0
8.703,-0.0669,-0.1525,-0.0996,1.944,0
8.803,-0.0890,-0.1656,-0.1439,2.549,0
8.905,-0.1262,-0.1924,-0.1363,3.954,0
9.004,-0.1238,-0.1798,-0.1448,2.143,0
9.103,-0.1482,-0.1840,-0.1776,1.873,0
9.203,-0.0865,-0.1997,-0.1915,1.712,0
9.303,-0.1112,-0.2059,-0.1815,2.426,0
9.403,-0.1227,-0.2015,-0.1576,1.672,0
9.502,-0.1094,-0.2163,-0.1419,1.666,0
9.602,-0.0973,-0.1916,-0.1977,1.511,0
9.703,-0.1085,-0.1888,-0.2189,1.800,0
9.803,-0.0700,-0.1737,-0.2413,2.025,0
9.903,-0.0724,-0.1719,-0.2213,1.932,0
10.004,-0.0463,-0.1667,-0.2528,2.588,0
10.103,-0.0464,-0.1748,-0.2648,2.006,0
10.202,-0.0375,-0.1714,-0.2757,1.466,0
10.303,-0.0139,-0.1377,-0.2769,1.768,0
10.402,-0.0359,-0.1137,-0.2767,1.778,0
10.502,-0.0160,-0.1063,-0.2443,1.567,0
10.603,-0.0469,-0.1414,-0.2672,1.830,0
10.703,-0.0085,-0.1204,-0.2821,1.891,0
10.802,0.0024,-0.1058,-0.2639,1.663,0
10.904,-0.0026,-0.1103,-0.2716,2.969,0
11.004,-0.0605,-0.1314,-0.2994,2.113,0
11.103,-0.0208,-0.1160,-0.2441,2.058,0
11.203,-0.0136,-0.0938,-0.2451,2.064,0
11.303,0.0119,-0.0861,-0.2366,2.097,0
11.402,-0.0324,-0.1057,-0.2130,1.689,0
11.502,-0.0655,-0.1140,-0.2020,1.729,0
11.603,-0.0657,-0.1057,-0.1864,1.939,0
11.703,-0.0133,-0.0749,-0.2247,1.910,0
11.802,-0.0319,-0.1268,-0.2313,1.763,0
11.903,-0.0097,-0.1045,-0.2115,1.867,0
12.002,-0.0520,-0.1016,-0.2088,1.585,0
12.103,-0.0590,-0.1091,-0.2043,2.133,0
12.202,-0.0857,-0.0966,-0.1608,1.628,0
12.303,-0.0967,-0.1086,-0.1554,1.642,0
12.402,-0.0876,-0.1229,-0.1338,1.746,0
12.503,-0.0806,-0.1189,-0.1744,1.719,0
12.603,-0.0563,-0.0991,-0.1792,2.116,0
12.703,-0.0528,-0.0778,-0.2111,1.926,0
12.803,-0.0633,-0.0807,-0.1881,1.849,0
12.903,-0.0631,-0.0559,-0.2145,1.932,0
