t_sec,x,y,z,solve_ms,n_zero_weights
8.215,0.0154,-0.0094,4.6289,4.203,0
13.720,-0.0028,0.0031,4.7831,2.400,0
19.229,0.0075,0.0231,4.8500,3.198,0
24.733,0.0037,0.0318,4.8838,3.132,0
30.248,0.0259,0.0334,4.8505,2.344,0
35.763,-0.0007,0.0345,4.8964,3.775,0
46.778,0.0406,0.0200,4.8141,2.429,0
52.286,0.0443,0.0667,4.8773,2.193,0
57.802,0.0290,0.0324,4.8911,2.273,0
63.312,0.0343,0.0334,4.8906,2.473,0
74.326,0.0471,0.0631,4.7984,2.978,0
79.835,0.0478,0.0240,4.8869,4.336,0
90.846,0.0464,0.0072,4.8567,2.931,0
96.354,0.0463,0.0484,4.8506,3.078,0
101.867,0.0553,0.0499,4.9037,3.548,0
107.376,0.0373,0.0003,4.8376,3.501,0
112.889,0.0148,0.0185,4.8443,4.640,0
118.406,0.0304,0.0181,4.8554,3.714,0
129.410,0.0332,0.0017,4.8149,2.558,0
