t_sec,x,y,z,solve_ms,n_zero_weights
9.522,0.0448,-0.0026,0.0022,2.930,3
15.032,0.0006,0.0252,-0.0485,1.951,0
20.540,-0.0276,0.0371,-0.0709,1.565,0
26.049,-0.0329,0.0256,-0.0242,1.633,0
31.561,-0.0378,0.0040,-0.0671,2.519,0
37.073,-0.0430,0.0307,-0.0402,6.142,0
42.577,-0.0403,0.0064,-0.0573,1.691,0
48.094,-0.0723,0.0175,-0.0777,2.300,0
53.598,-0.0600,0.0174,-0.0396,1.973,0
59.110,-0.0416,0.0174,-0.0694,2.353,0
64.622,-0.0727,-0.0150,-0.0206,1.791,0
70.127,-0.0193,0.0099,-0.0621,2.329,0
75.634,-0.0401,0.0268,-0.0235,1.891,0
81.134,-0.0317,0.0115,-0.0815,1.825,0
86.646,-0.0136,0.0281,-0.0403,2.019,0
92.155,-0.0463,0.0388,-0.0667,2.800,0
97.676,-0.0877,0.0200,-0.0191,7.124,0
103.183,-0.0461,0.0315,-0.0301,2.816,0
108.692,-0.0096,-0.0187,-0.0316,2.192,0
114.208,-0.0110,0.0390,-0.0487,1.743,0
119.722,-0.0047,0.0432,-0.0687,1.583,0
125.227,-0.0313,0.0178,-0.0040,1.818,0
130.738,-0.0581,0.0380,-0.0337,2.224,0
136.244,-0.0439,0.0081,-0.0197,2.539,0
