t_sec,x,y,z,solve_ms,n_zero_weights
8.359,-0.0141,0.0133,4.8324,2.783,0
13.875,-0.0209,0.0069,4.9519,2.064,0
19.386,-0.0075,-0.0090,5.0128,3.563,0
24.892,-0.0089,-0.0001,5.0169,3.037,0
30.404,-0.0124,0.0155,4.9954,2.384,0
35.920,0.0119,-0.0103,5.0094,8.264,0
41.429,0.0151,-0.0185,4.9975,3.736,0
46.938,0.0201,0.0650,4.9853,3.951,0
52.446,0.0086,-0.0182,5.0146,2.391,0
57.948,0.0166,0.0517,5.0036,3.152,0
63.453,0.0256,0.0113,4.9521,2.852,0
74.478,0.0303,-0.0024,4.9681,2.216,0
79.991,0.0717,0.0309,4.9549,3.236,0
85.507,0.0434,-0.0124,4.9569,2.982,0
85.511,0.0562,-0.0107,4.9557,2.644,0
85.607,0.0433,0.0203,4.9608,1.498,0
85.709,0.0340,0.0062,4.9623,2.289,0
85.808,0.0024,0.0330,4.9740,1.676,0
85.909,0.0199,0.0263,4.9304,2.688,0
86.008,0.0495,0.0676,4.8860,1.505,0
86.109,0.0396,0.0896,4.8333,2.694,0
86.209,0.0415,0.1208,4.8682,2.278,0
86.307,0.0767,0.1191,4.8274,1.599,0
86.407,0.1006,0.1088,4.8235,1.691,0
86.508,0.1125,0.1070,4.7974,1.965,0
86.608,0.1180,0.1526,4.7707,2.699,0
86.709,0.1338,0.1465,4.7565,2.392,0
86.809,0.1110,0.1306,4.7742,2.640,0
86.908,0.1437,0.1849,4.7393,2.227,0
87.010,0.1580,0.1792,4.7606,3.156,0
87.110,0.1192,0.1697,4.7773,3.159,0
87.208,0.1311,0.1789,4.7660,1.866,0
87.309,0.1164,0.2103,4.8039,2.678,0
87.410,0.1532,0.2366,4.7546,3.152,0
87.508,0.1220,0.2060,4.7938,2.223,0
87.608,0.1338,0.1229,4.7805,1.692,0
87.709,0.1412,0.1729,4.7964,2.342,0
87.809,0.1021,0.1741,4.8144,3.171,0
87.908,0.1189,0.1178,4.8230,2.273,0
88.007,0.1419,0.1769,4.8309,1.983,0
88.112,0.1410,0.1153,4.8636,3.389,0
88.208,0.1461,0.1691,4.8118,1.941,0
88.309,0.1328,0.2117,4.7944,2.891,0
88.408,0.1421,0.2192,4.7952,2.386,0
88.509,0.1250,0.2178,4.8082,2.271,0
88.609,0.1567,0.2191,4.7790,3.072,0
88.710,0.1510,0.2191,4.7881,3.745,0
88.809,0.1372,0.2161,4.7707,2.185,0
88.909,0.1233,0.2911,4.7879,3.322,0
89.009,0.1436,0.3198,4.7327,2.885,0
89.108,0.1246,0.3062,4.8103,2.535,0
89.208,0.1180,0.3191,4.7868,2.267,0
89.308,0.1169,0.2739,4.8146,2.318,0
89.408,0.1238,0.2790,4.8287,2.061,0
89.508,0.1442,0.3143,4.7742,2.353,0
89.608,0.1133,0.3000,4.7802,2.284,0
89.708,0.1084,0.2040,4.7875,2.445,0
89.808,0.1069,0.1848,4.8017,2.030,0
89.909,0.1005,0.2683,4.8353,3.283,0
90.008,0.1226,0.2381,4.8019,2.348,0
90.108,0.1015,0.2736,4.8554,2.248,0
90.208,0.0917,0.3040,4.8546,2.369,0
90.308,0.0663,0.2493,4.8709,1.901,0
90.408,0.0290,0.2442,4.8797,2.514,0
90.509,0.0488,0.3018,4.8250,2.925,0
90.608,0.0282,0.2482,4.8537,2.420,0
90.708,0.0308,0.2985,4.8425,1.679,0
90.809,0.0019,0.2545,4.8688,3.457,0
90.907,0.0020,0.2542,4.8894,1.918,0
91.010,0.0183,0.2772,4.8761,3.426,0
91.107,0.0321,0.3044,4.8718,1.807,0
91.208,0.0079,0.2753,4.8790,2.312,0
91.309,-0.0235,0.2570,4.8633,2.412,0
91.408,0.0052,0.2794,4.8532,2.559,0
