t_sec,x,y,z,solve_ms
8.485,4.1683,0.1698,-0.1706,2.680
13.993,4.0941,0.0904,-0.1571,1.572
19.502,4.1324,0.1754,-0.1904,0.986
25.016,4.1087,0.0533,-0.2033,1.376
30.523,4.1167,0.0976,-0.1828,1.252
36.028,4.1192,0.0631,-0.1582,1.194
41.536,4.0883,0.1408,-0.1653,0.920
47.046,4.1264,0.1213,-0.1768,2.389
58.060,4.1386,0.1280,-0.2003,1.136
63.568,4.1354,0.1198,-0.1673,0.963
69.077,4.1344,0.1385,-0.1899,1.596
74.582,4.1847,0.2055,-0.1974,1.918
80.084,4.1981,0.1982,-0.2213,0.995
85.601,4.2494,0.2214,-0.2373,1.453
91.102,4.2263,0.2115,-0.1825,1.351
96.617,4.2653,0.2572,-0.2567,1.687
102.136,4.2836,0.2645,-0.2265,1.152
107.641,4.2743,0.2668,-0.2432,1.952
113.157,4.2900,0.2974,-0.2361,1.587
118.662,4.3881,0.3010,-0.2123,1.685
124.169,4.3973,0.3310,-0.2348,1.985
129.673,4.3521,0.3419,-0.1932,1.139
135.190,4.3976,0.3618,-0.3704,2.367
