timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
183580000,625.79395,10.429898,0,0,1884,1024000,0,3,1,194
184580000,634.4717,10.4011755,0,0,1874,1024000,0,3,1,194
185580000,643.11816,10.372873,0,0,1895,1024000,0,3,1,194
186580000,651.80664,10.346137,0,0,1874,1024000,0,3,1,194
187580000,660.35547,10.318054,0,0,1995,1024000,0,3,1,194
188580000,669.04395,10.292984,0,0,1974,1024000,0,3,1,194
189580000,677.6904,10.268037,0,0,1984,1024000,0,3,1,194
190580000,686.3789,10.244461,0,0,1863,1024000,0,3,1,194
191580000,695.0254,10.220962,0,0,1864,1024000,0,3,1,194
192580000,703.71387,10.198751,0,0,1843,1024000,0,3,1,194
193580000,712.36035,10.176576,0,0,1864,1024000,0,3,1,194
194580000,720.9512,10.154242,0,0,1943,1024000,0,3,1,194
195580000,729.59766,10.133301,0,0,1964,1024000,0,3,1,194
196580000,738.28613,10.113509,0,0,1843,1024000,0,3,1,194
197580000,746.9219,10.093538,0,0,1875,1024000,0,3,1,194
198580000,755.58594,10.074479,0,0,1879,1024000,0,3,1,194
199580000,764.2324,10.05569,0,0,1900,1024000,0,3,1,194
200580000,772.9209,10.037933,0,0,1879,1024000,0,3,1,194
201580000,781.4697,10.018843,0,0,2000,1024000,0,3,1,194
202580000,790.1582,10.002003,0,0,1968,1024000,0,3,1,194
203580000,798.8047,9.985059,0,0,1864,1024000,0,3,1,194
204580000,807.49316,9.969051,0,0,1843,1024000,0,3,1,194
205580000,816.13965,9.952923,0,0,1864,1024000,0,3,1,194
206580000,824.8281,9.937688,0,0,1843,1024000,0,3,1,194
207580000,833.37695,9.921154,0,0,1964,1024000,0,3,1,194
208580000,842.0654,9.9066515,0,0,1943,1024000,0,3,1,194
209580000,850.7119,9.891999,0,0,1964,1024000,0,3,1,194
210580000,859.38965,9.878042,0,0,1854,1024000,0,3,1,194
211580000,868.03613,9.864047,0,0,1875,1024000,0,3,1,194
212580000,876.7246,9.850839,0,0,1854,1024000,0,3,1,194
213580000,885.3711,9.837457,0,0,1875,1024000,0,3,1,194
214580000,893.9619,9.823757,0,0,1954,1024000,0,3,1,194
215580000,902.6084,9.810961,0,0,1964,1024000,0,3,1,194
216580000,911.2969,9.798891,0,0,1943,1024000,0,3,1,194
217580000,919.94336,9.786632,0,0,1864,1024000,0,3,1,194
218580000,928.63184,9.775072,0,0,1843,1024000,0,3,1,194
219580000,937.2783,9.763316,0,0,1864,1024000,0,3,1,194
220580000,945.9668,9.752234,0,0,1843,1024000,0,3,1,194
221580000,954.6133,9.7409525,0,0,1864,1024000,0,3,1,194
222580000,963.2041,9.729334,0,0,1943,1024000,0,3,1,194
223580000,971.8506,9.718506,0,0,1864,1024000,0,3,1,194
224580000,980.53906,9.708307,0,0,1843,1024000,0,3,1,194
225580000,989.74316,9.703364,0,0,1293,1024000,0,3,1,194
226580000,998.43164,9.693511,0,0,1272,1024000,0,3,1,194
227580000,1004.5303,9.658945,0,0,3902,1024000,0,3,1,194
228580000,1013.19727,9.649498,0,0,3962,1024000,0,3,1,194
229580000,1021.9336,9.6408825,0,0,3866,1024000,0,3,1,194
230580000,1030.6006,9.631781,0,0,3767,1024000,0,3,1,194
231580000,1039.1602,9.621853,0,0,3877,1024000,0,3,1,194
232580000,1047.8271,9.613093,0,0,3878,1024000,0,3,1,194
233580000,1056.4951,9.604501,0,0,3877,1024000,0,3,1,194
234580000,1065.1621,9.596055,0,0,3878,1024000,0,3,1,194
235580000,1073.8301,9.587768,0,0,3877,1024000,0,3,1,194
236580000,1082.4971,9.579619,0,0,3778,1024000,0,3,1,194
237580000,1091.165,9.571623,0,0,3777,1024000,0,3,1,194
238580000,1099.7344,9.562908,0,0,3878,1024000,0,3,1,194
239580000,1108.4023,9.555192,0,0,3877,1024000,0,3,1,194
240580000,1117.2754,9.549362,0,0,3071,1024000,0,3,1,194
241580000,1125.5918,9.538914,0,0,3309,1024000,0,3,1,194
242580000,1134.1299,9.530503,0,0,3150,1024000,0,3,1,194
243580000,1142.6367,9.521973,0,0,3071,1024000,0,3,1,194
244580000,1151.0703,9.512978,0,0,3061,1024000,0,3,1,194
245580000,1159.3936,9.503225,0,0,3207,1024000,0,3,1,194
246580000,1167.8379,9.494617,0,0,3186,1024000,0,3,1,194
247580000,1176.2832,9.4861555,0,0,3207,1024000,0,3,1,194
248580000,1184.7275,9.47782,0,0,3186,1024000,0,3,1,194
249580000,1193.1729,9.469625,0,0,3207,1024000,0,3,1,194
250580000,1201.6172,9.461553,0,0,3086,1024000,0,3,1,194
251580000,1210.0625,9.453613,0,0,3107,1024000,0,3,1,194
252580000,1218.4092,9.445033,0,0,3186,1024000,0,3,1,194
253580000,1226.8545,9.437343,0,0,3207,1024000,0,3,1,194
254580000,1235.2988,9.429762,0,0,3155,1024000,0,3,1,194
255580000,1243.7441,9.422304,0,0,3151,1024000,0,3,1,194
256580000,1252.1885,9.41495,0,0,3130,1024000,0,3,1,194
257580000,1260.6338,9.407715,0,0,3051,1024000,0,3,1,194
258580000,1269.1553,9.401151,0,0,2951,1024000,0,3,1,194
259580000,1277.5029,9.393404,0,0,3072,1024000,0,3,1,194
260580000,1285.9473,9.3864765,0,0,3051,1024000,0,3,1,194
261580000,1294.3926,9.379657,0,0,3072,1024000,0,3,1,194
262580000,1302.8369,9.372927,0,0,3051,1024000,0,3,1,194
263580000,1311.8506,9.370361,0,0,2390,1024000,0,3,1,194
264580000,1320.2949,9.363793,0,0,2369,1024000,0,3,1,194
265580000,1328.7402,9.357326,0,0,2390,1024000,0,3,1,194
266580000,1337.1846,9.350941,0,0,2369,1024000,0,3,1,194
267580000,1345.5322,9.343974,0,0,2479,1024000,0,3,1,194
268580000,1353.9766,9.3377695,0,0,2458,1024000,0,3,1,194
269580000,1362.4219,9.331656,0,0,2479,1024000,0,3,1,194
270580000,1370.8662,9.325621,0,0,2358,1024000,0,3,1,194
271580000,1378.8965,9.316869,0,0,2804,1024000,0,3,1,194
272580000,1387.3301,9.31094,0,0,2794,1024000,0,3,1,194
273580000,1395.6777,9.304518,0,0,2915,1024000,0,3,1,194
274580000,1404.0977,9.29866,0,0,2919,1024000,0,3,1,194
275580000,1412.543,9.293046,0,0,2940,1024000,0,3,1,194
276580000,1420.9873,9.287498,0,0,2919,1024000,0,3,1,194
277580000,1429.4326,9.28203,0,0,2840,1024000,0,3,1,194
278580000,1437.877,9.276626,0,0,2819,1024000,0,3,1,194
279580000,1446.3027,9.271172,0,0,2860,1024000,0,3,1,194
280580000,1454.6494,9.265284,0,0,2928,1024000,0,3,1,194
281580000,1463.0947,9.260094,0,0,2924,1024000,0,3,1,194
282580000,1471.5391,9.254963,0,0,2903,1024000,0,3,1,194
283580000,1479.9844,9.249903,0,0,2924,1024000,0,3,1,194
284580000,1488.4287,9.244899,0,0,2803,1024000,0,3,1,194
285580000,1496.8633,9.239897,0,0,2835,1024000,0,3,1,194
286580000,1505.3076,9.235016,0,0,2814,1024000,0,3,1,194
287580000,1513.6553,9.229606,0,0,2935,1024000,0,3,1,194
288580000,1522.0996,9.224846,0,0,2914,1024000,0,3,1,194
289580000,1530.5449,9.22015,0,0,2935,1024000,0,3,1,194
290580000,1538.9893,9.215505,0,0,2814,1024000,0,3,1,194
291580000,1547.4346,9.21092,0,0,2835,1024000,0,3,1,194
292580000,1555.8789,9.206384,0,0,2814,1024000,0,3,1,194
293580000,1564.2266,9.201333,0,0,2924,1024000,0,3,1,194
294580000,1572.6709,9.196905,0,0,2903,1024000,0,3,1,194
295580000,1581.1162,9.192535,0,0,2924,1024000,0,3,1,194
296580000,1589.5605,9.188211,0,0,2903,1024000,0,3,1,194
297580000,1598.0059,9.183942,0,0,2824,1024000,0,3,1,194
298580000,1606.4395,9.179654,0,0,2814,1024000,0,3,1,194
