timestamp,load,ram_usage
1605372000,0.08,0.2695391
1605872000,0.1,0.26961216
1606372000,0.08,0.26978362
1606872000,0.1,0.2698609
1607372000,0.1,0.26990762
1607872000,0.1,0.27001396
1608372000,0.1,0.27010915
1608872000,0.1,0.27024978
1609372000,0.1,0.2703104
1609872000,0.08,0.2703569
1610372000,0.08,0.27041826
1610872000,0.1,0.27048063
1611372000,0.1,0.27052733
1611872000,0.1,0.2706506
1612372000,0.08,0.27071297
1612872000,0.1,0.27075967
1613372000,0.1,0.2708064
1613872000,0.08,0.2708531
1614372000,0.1,0.27103972
1614872000,0.1,0.27111578
1615372000,0.08,0.27114633
1615872000,0.1,0.27106482
1616372000,0.08,0.27112743
1616872000,0.08,0.27119008
1617372000,0.1,0.2712363
1617872000,0.1,0.271283
1618372000,0.08,0.26993272
1618872000,0.08,0.26997867
1619372000,0.1,0.2700254
1619872000,0.08,0.2700706
1620372000,0.08,0.2701181
1620872000,0.08,0.27020705
1621372000,0.09615385,0.27153647
1621872000,0.1,0.27158293
1622372000,0.08,0.2716299
1622872000,0.08,0.27170792
1623372000,0.1,0.27175638
1623872000,0.08,0.2718155
1624372000,0.1,0.27197728
1624872000,0.08,0.27204016
1625372000,0.08,0.27209234
1625872000,0.06,0.27214676
1626372000,0.08,0.27222478
1626872000,0.08,0.27227175
1627372000,0.1,0.27233213
1627872000,0.06,0.27237934
1628372000,0.08,0.27234033
1628872000,0.1,0.27237138
1629372000,0.08,0.2724161
1629872000,0.1,0.27247873
1630372000,0.08,0.27254087
1630872000,0.1,0.2726025
1631372000,0.08,0.2726487
1631872000,0.1,0.27269542
1632372000,0.08,0.27275506
1632872000,0.08,0.27280203
1633372000,0.1,0.27284798
1633872000,0.1,0.27291062
1634372000,0.06,0.2716689
1634872000,0.1,0.27184087
1635372000,0.08,0.27193403
1635872000,0.1,0.27196535
1636372000,0.1,0.27201903
1636872000,0.08,0.27205828
1637372000,0.1,0.27199194
1637872000,0.09803922,0.27336758
1638372000,0.1,0.27342996
1638872000,0.1,0.27347693
1639372000,0.1,0.2735316
1639872000,0.08,0.27357855
1640372000,0.1,0.27362454
1640872000,0.08,0.27368715
1641372000,0.1,0.27373138
1641872000,0.08,0.273834
1642372000,0.1,0.27397364
1642872000,0.08,0.2740206
1643372000,0.1,0.27406535
1643872000,0.1,0.27412722
1644372000,0.1,0.27417368
1644872000,0.08,0.27432352
1645372000,0.1,0.27425644
1645872000,0.08,0.27430266
1646372000,0.08,0.27436477
1646872000,0.1,0.27441895
1647372000,0.1,0.27446368
1647872000,0.1,0.2748421
1648372000,0.08,0.27488786
1648872000,0.06,0.27496538
1649372000,0.06,0.2750116
1649872000,0.08,0.2750655
