timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
123252000,4.64097084316967e-310,4.64097093601275e-310,-244994.0,1.0,-245002.5,3.0646e-41,-216201.97,211,21872,1,32,84,127,0
