timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_flarm,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
124492000,4000000.0,1.0,1717.1315,0.0,60,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124748000,4000000.0,1.0,1717.1315,0.0,71,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126004000,4000000.0,1.0,2199.2034,0.0,160,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127260000,4000000.0,1.0,1662.3507,0.0,227,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128516000,4000000.0,1.0,1663.3467,0.0,307,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129516000,4000000.0,1.0,1704.1833,0.0,365,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129772000,4000000.0,1.0,1704.1833,0.0,378,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131028000,4000000.0,1.0,1676.2949,0.0,448,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132288000,4000000.0,1.0,1704.1833,0.0,523,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133288000,4000000.0,1.0,1663.3467,0.0,580,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133544000,4000000.0,1.0,1717.1315,0.0,597,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134800000,4000000.0,1.0,1663.3467,0.0,669,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136056000,4000000.0,1.0,1704.1833,0.0,739,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137312000,4000000.0,1.0,1676.2949,0.0,811,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138312000,4000000.0,1.0,1704.1833,0.0,870,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138572000,4000000.0,1.0,1663.3467,0.0,885,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139828000,4000000.0,1.0,1717.1315,0.0,960,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
