timestamp,nav_state,failure
345916000,4,0
346420000,4,0
346924000,4,0
347428000,4,0
347932000,4,0
348436000,4,0
348940000,4,0
349444000,4,0
349948000,4,0
350452000,4,0
350956000,4,0
351460000,4,0
351964000,4,0
352468000,4,0
352972000,4,0
353476000,4,0
353980000,4,0
354484000,4,0
354988000,4,0
355492000,4,0
355996000,4,0
356500000,4,0
357004000,4,0
357508000,4,0
358012000,4,0
358516000,4,0
359020000,4,0
359524000,4,0
360028000,4,0
360532000,4,0
361036000,4,0
361540000,4,0
362044000,4,0
362548000,4,0
363052000,4,0
363556000,4,0
364060000,4,0
364564000,4,0
365068000,4,0
365572000,4,0
366076000,4,0
366580000,4,0
367084000,4,0
367588000,4,0
368092000,4,0
368596000,4,0
369100000,4,0
369604000,4,0
370108000,4,0
370612000,4,0
371116000,4,0
371620000,4,0
372124000,4,0
372628000,4,0
373132000,4,0
373636000,4,0
374140000,4,0
374644000,4,0
375148000,4,0
375652000,4,0
376156000,4,0
376660000,4,0
377164000,4,0
377668000,4,0
378172000,4,0
378676000,4,0
379180000,4,0
379684000,4,0
380188000,4,0
380692000,4,0
381196000,4,0
381700000,4,0
382204000,4,0
382708000,4,0
383212000,4,0
383716000,4,0
384220000,4,0
384724000,4,0
385228000,4,0
385732000,4,0
386236000,4,0
386740000,4,0
387244000,4,0
387748000,4,0
388252000,4,0
388756000,4,0
389260000,4,0
389764000,4,0
390268000,4,0
390772000,4,0
391276000,4,0
391780000,4,0
392284000,4,0
392788000,4,0
393292000,4,0
393796000,4,0
394300000,4,0
394804000,4,0
395308000,4,0
395812000,4,0
396316000,4,0
396820000,4,0
397324000,4,0
397828000,4,0
398332000,4,0
398836000,4,0
399340000,4,0
399844000,4,0
400348000,4,0
400852000,4,0
401356000,4,0
401860000,4,0
402364000,4,0
402868000,4,0
403372000,4,0
403876000,4,0
404380000,4,0
404884000,4,0
405388000,4,0
405892000,4,0
406396000,4,0
406900000,4,0
407404000,4,0
407908000,4,0
408412000,4,0
408916000,4,0
409420000,4,0
410176000,4,0
410680000,4,0
411184000,4,0
411688000,4,0
412192000,4,0
412696000,4,0
413200000,4,0
413704000,4,0
414208000,4,0
414712000,4,0
415216000,4,0
415720000,4,0
416224000,4,0
416728000,4,0
417232000,4,0
417736000,4,0
418240000,4,0
418744000,4,0
419248000,4,0
419752000,4,0
420256000,4,0
420760000,4,0
421264000,4,0
421768000,4,0
422272000,4,0
422776000,4,0
423280000,4,0
423784000,4,0
424288000,4,0
424792000,4,0
425296000,4,0
425800000,4,0
426304000,4,0
426808000,4,0
427312000,4,0
427816000,4,0
428320000,4,0
428824000,4,0
429328000,4,0
429832000,4,0
430336000,4,0
430840000,4,0
431344000,4,0
431848000,4,0
432352000,4,0
432856000,4,0
433360000,4,0
433864000,4,0
434368000,4,0
434872000,4,0
435376000,4,0
435880000,4,0
436384000,4,0
436888000,4,0
437392000,4,0
437896000,4,0
438400000,4,0
438904000,4,0
439408000,4,0
439912000,4,0
440416000,4,0
440920000,4,0
441424000,4,0
441928000,4,0
442432000,4,0
442936000,4,0
443440000,4,0
443944000,4,0
444448000,4,0
444952000,4,0
445456000,4,0
445960000,4,0
446464000,4,0
446968000,4,0
447472000,4,0
447976000,4,0
448480000,4,0
448984000,4,0
449488000,4,0
449992000,4,0
450496000,4,0
451000000,4,0
451504000,4,0
452008000,4,0
452512000,4,0
453016000,4,0
453520000,4,0
454024000,4,0
454528000,4,0
455032000,4,0
455536000,4,0
456040000,4,0
456544000,4,0
457048000,4,0
457552000,4,0
458056000,4,0
458560000,4,0
459064000,4,0
459568000,4,0
460072000,4,0
460576000,4,0
461080000,4,0
461584000,4,0
462088000,4,0
462592000,4,0
463096000,4,0
463600000,4,0
464104000,4,0
464608000,4,0
465112000,4,0
465616000,4,0
466120000,4,0
466624000,4,0
467128000,4,0
467632000,4,0
468136000,4,0
468640000,4,0
469144000,4,0
469648000,4,0
470152000,4,0
470656000,4,0
471160000,4,0
471664000,4,0
472168000,4,0
472672000,4,0
473176000,4,0
473680000,4,0
474184000,4,0
474688000,4,0
475192000,4,0
475696000,4,0
476200000,4,0
476704000,4,0
477208000,4,0
477712000,4,0
478216000,4,0
478720000,4,0
479224000,4,0
479728000,4,0
480232000,4,0
480736000,4,0
481240000,4,0
481744000,4,0
482248000,4,0
482752000,4,0
483256000,4,0
483760000,4,0
484264000,4,0
484768000,4,0
485272000,4,0
485776000,4,0
486280000,4,0
486784000,4,0
487288000,4,0
487792000,4,0
488296000,4,0
488800000,4,0
489304000,4,0
489808000,4,0
490312000,4,0
490816000,4,0
491320000,4,0
491824000,4,0
492328000,4,0
492832000,4,0
493336000,4,0
493840000,4,0
494344000,4,0
494848000,4,0
495352000,4,0
495856000,4,0
496360000,4,0
496864000,4,0
497368000,4,0
497872000,4,0
498376000,4,0
498880000,4,0
499384000,4,0
499888000,4,0
500392000,4,0
500896000,4,0
501400000,4,0
501904000,4,0
502408000,4,0
502912000,4,0
503416000,4,0
503920000,4,0
504424000,4,0
504928000,4,0
505432000,4,0
505936000,4,0
506440000,4,0
506944000,4,0
507448000,4,0
507952000,4,0
508456000,4,0
508960000,4,0
509464000,4,0
509968000,4,0
510472000,4,0
510976000,4,0
511480000,4,0
511984000,4,0
512488000,4,0
512992000,4,0
513496000,4,0
514000000,4,0
514504000,4,0
515008000,4,0
515512000,4,0
516016000,4,0
516520000,4,0
517024000,4,0
517528000,4,0
518032000,4,0
518536000,4,0
519040000,4,0
519544000,4,0
520048000,4,0
520552000,4,0
521056000,4,0
521560000,4,0
522064000,4,0
522568000,4,0
523072000,4,0
523576000,4,0
524080000,4,0
524584000,4,0
525088000,4,0
525592000,4,0
526096000,4,0
526600000,4,0
527104000,4,0
527608000,4,0
528112000,4,0
528616000,4,0
529120000,4,0
529624000,4,0
530128000,4,0
530632000,4,0
531136000,4,0
531640000,4,0
532144000,4,0
532648000,4,0
533152000,4,0
533656000,4,0
534160000,4,0
534664000,4,0
535168000,4,0
535672000,4,0
536176000,4,0
536680000,4,0
537184000,4,0
537688000,4,0
538192000,4,0
538696000,4,0
539200000,4,0
539704000,4,0
540208000,4,0
540712000,4,0
541216000,4,0
541720000,4,0
542224000,4,0
542728000,4,0
543232000,4,0
543736000,4,0
544240000,4,0
544744000,4,0
545248000,4,0
545752000,4,0
546256000,4,0
546760000,4,0
547264000,4,0
547768000,4,0
548272000,4,0
548776000,4,0
549280000,4,0
549784000,4,0
550288000,4,0
550792000,4,0
551296000,4,0
551800000,4,0
552304000,4,0
552808000,4,0
553312000,4,0
553816000,4,0
554320000,4,0
554824000,4,0
555328000,4,0
555832000,4,0
556336000,4,0
556840000,4,0
557344000,4,0
557848000,4,0
558352000,4,0
558856000,4,0
559360000,4,0
559864000,4,0
560368000,4,0
560872000,4,0
561376000,4,0
561880000,4,0
562384000,4,0
562888000,4,0
563392000,4,0
563896000,4,0
564400000,4,0
564904000,4,0
565408000,4,0
565912000,4,0
566416000,4,0
566920000,4,0
567424000,4,0
567928000,4,0
568432000,4,0
568936000,4,0
569440000,4,0
569944000,4,0
570448000,4,0
570952000,4,0
571456000,4,0
571960000,4,0
572464000,4,0
572968000,4,0
573472000,4,0
573976000,4,0
574480000,4,0
574984000,4,0
575488000,4,0
575992000,4,0
576496000,4,0
577000000,4,0
577504000,4,0
578008000,4,0
578512000,4,0
579016000,4,0
579520000,4,0
580024000,4,0
580528000,4,0
581032000,4,0
581536000,4,0
582040000,4,0
582544000,4,0
583048000,4,0
583552000,4,0
584056000,4,0
584560000,4,0
585064000,4,0
585568000,4,0
586072000,4,0
586576000,4,0
587080000,4,0
587584000,4,0
588088000,4,0
588592000,4,0
589096000,4,0
589600000,4,0
590104000,4,0
590608000,4,0
591112000,4,0
591616000,4,0
592120000,4,0
592624000,4,0
593128000,4,0
593632000,4,0
594136000,4,0
594640000,4,0
595144000,4,0
595648000,4,0
596152000,4,0
596656000,4,0
597160000,4,0
597664000,4,0
598168000,4,0
598672000,4,0
599176000,4,0
599680000,4,0
600184000,4,0
600688000,4,0
601192000,4,0
601696000,4,0
602200000,4,0
602704000,4,0
603208000,4,0
603712000,4,0
604216000,4,0
604720000,4,0
605224000,4,0
605728000,4,0
606232000,4,0
606736000,4,0
607240000,4,0
607744000,4,0
608248000,4,0
608752000,4,0
609256000,4,0
609760000,4,0
610264000,4,0
610768000,4,0
611272000,4,0
611776000,4,0
612280000,4,0
612784000,4,0
613288000,4,0
613792000,4,0
614296000,4,0
614800000,4,0
615304000,4,0
615808000,4,0
616312000,4,0
616816000,4,0
617320000,4,0
617824000,4,0
618328000,4,0
618832000,4,0
619336000,4,0
619840000,4,0
620344000,4,0
620848000,4,0
621352000,4,0
621856000,4,0
622360000,4,0
622864000,4,0
623368000,4,0
623872000,4,0
624376000,4,0
624880000,4,0
625384000,4,0
625888000,4,0
626392000,4,0
626896000,4,0
627400000,4,0
627904000,4,0
628408000,4,0
628912000,4,0
629416000,4,0
629920000,4,0
630424000,4,0
630928000,4,0
631432000,4,0
631936000,4,0
632440000,4,0
632944000,4,0
633448000,4,0
633952000,4,0
634456000,4,0
634960000,4,0
635464000,4,0
635968000,4,0
636472000,4,0
636976000,4,0
637480000,4,0
637984000,4,0
638488000,4,0
638992000,4,0
639496000,4,0
640000000,4,0
640504000,4,0
641008000,4,0
641512000,4,0
642016000,4,0
642520000,4,0
643024000,4,0
643528000,4,0
644032000,4,0
644536000,4,0
645040000,4,0
645544000,4,0
646048000,4,0
646552000,4,0
647056000,4,0
647560000,4,0
648064000,4,0
648568000,4,0
649072000,4,0
649576000,4,0
650080000,4,0
650584000,4,0
651088000,4,0
651592000,4,0
652096000,4,0
652600000,4,0
653104000,4,0
653608000,4,0
654112000,4,0
654616000,4,0
655120000,4,0
655624000,4,0
656128000,4,0
656632000,4,0
657136000,4,0
657640000,4,0
658144000,4,0
658648000,4,0
659152000,4,0
659656000,4,0
660160000,4,0
660664000,4,0
661168000,4,0
661672000,4,0
662176000,4,0
662680000,4,0
663184000,4,0
663688000,4,0
664192000,4,0
664696000,4,0
665200000,4,0
665704000,4,0
666208000,4,0
666712000,4,0
667216000,4,0
667720000,4,0
668224000,4,0
668728000,4,0
669232000,4,0
669736000,4,0
670240000,4,0
670744000,4,0
671248000,4,0
671752000,4,0
672256000,4,0
672760000,4,0
673264000,4,0
673768000,4,0
674272000,4,0
674776000,4,0
675280000,4,0
675784000,4,0
676288000,4,0
676792000,4,0
677296000,4,0
677800000,4,0
678304000,4,0
678808000,4,0
679312000,4,0
679816000,4,0
680320000,4,0
680824000,4,0
681328000,4,0
681832000,4,0
682336000,4,0
682840000,4,0
683344000,4,0
683848000,4,0
684352000,4,0
684856000,4,0
685360000,4,0
685864000,4,0
686368000,4,0
686872000,4,0
687376000,4,0
687880000,4,0
688384000,4,0
688888000,4,0
689392000,4,0
689896000,4,0
690400000,4,0
690904000,4,0
691408000,4,0
691912000,4,0
692416000,4,0
692920000,4,0
693424000,4,0
693928000,4,0
694432000,4,0
694936000,4,0
695440000,4,0
695944000,4,0
696448000,4,0
696952000,4,0
697456000,4,0
697960000,4,0
698464000,4,0
698968000,4,0
699472000,4,0
699976000,4,0
700480000,4,0
700984000,4,0
701488000,4,0
701992000,4,0
702496000,4,0
703000000,4,0
703504000,4,0
704008000,4,0
704512000,4,0
705016000,4,0
705520000,4,0
706024000,4,0
706528000,4,0
707032000,4,0
707536000,4,0
708040000,4,0
708544000,4,0
709048000,4,0
709552000,4,0
710056000,4,0
710560000,4,0
711064000,4,0
711568000,4,0
712072000,4,0
712576000,4,0
713080000,4,0
713584000,4,0
714088000,4,0
714592000,4,0
715096000,4,0
715600000,4,0
716104000,4,0
716608000,4,0
717112000,4,0
717616000,4,0
718120000,4,0
718624000,4,0
719128000,4,0
719632000,4,0
720136000,4,0
720640000,4,0
721144000,4,0
721648000,4,0
722152000,4,0
722656000,4,0
723160000,4,0
723664000,4,0
724168000,4,0
724672000,4,0
725176000,4,0
725680000,4,0
726184000,4,0
726688000,4,0
727192000,4,0
727696000,4,0
728200000,4,0
728704000,4,0
729208000,4,0
729712000,4,0
730216000,4,0
730720000,4,0
731224000,4,0
731728000,4,0
732232000,4,0
732736000,4,0
733240000,4,0
733744000,4,0
734248000,4,0
734752000,4,0
735256000,4,0
735760000,4,0
736264000,4,0
736768000,4,0
737272000,4,0
737776000,4,0
738280000,4,0
738784000,4,0
739288000,4,0
739792000,4,0
740296000,4,0
740800000,4,0
741304000,4,0
741808000,4,0
742312000,4,0
742816000,4,0
743320000,4,0
743824000,4,0
744328000,4,0
744832000,4,0
745336000,4,0
745840000,4,0
746344000,4,0
746848000,4,0
747352000,4,0
747856000,4,0
748360000,4,0
748864000,4,0
749368000,4,0
749872000,4,0
750376000,4,0
750880000,4,0
751384000,4,0
751888000,4,0
752392000,4,0
752896000,4,0
753400000,4,0
753904000,4,0
754408000,4,0
754912000,4,0
755416000,4,0
755920000,4,0
756424000,4,0
756928000,4,0
757432000,4,0
757936000,4,0
758440000,4,0
758944000,4,0
759448000,4,0
759952000,4,0
760456000,4,0
760960000,4,0
761464000,4,0
761968000,4,0
762472000,4,0
762976000,4,0
763480000,4,0
763984000,4,0
764488000,4,0
764992000,4,0
765496000,4,0
766000000,4,0
766504000,4,0
767008000,4,0
767512000,4,0
768016000,4,0
768520000,4,0
769024000,4,0
769528000,4,0
770032000,4,0
770536000,4,0
771040000,4,0
771544000,4,0
772048000,4,0
772552000,4,0
773056000,4,0
773560000,4,0
774064000,4,0
774568000,4,0
775072000,4,0
775576000,4,0
776080000,4,0
776584000,4,0
777088000,4,0
777592000,4,0
778096000,4,0
778600000,4,0
779104000,4,0
779608000,4,0
780112000,4,0
780616000,4,0
781120000,4,0
781624000,4,0
782128000,4,0
782632000,4,0
783136000,4,0
783640000,4,0
784144000,4,0
784648000,4,0
785152000,4,0
785656000,4,0
786160000,4,0
786664000,4,0
787168000,4,0
787672000,4,0
788176000,4,0
788680000,4,0
789184000,4,0
789688000,4,0
790192000,4,0
790696000,4,0
791200000,4,0
791704000,4,0
792208000,4,0
792712000,4,0
793216000,4,0
793720000,4,0
794224000,4,0
794728000,4,0
795232000,4,0
795736000,4,0
796240000,4,0
796744000,4,0
797248000,4,0
797752000,4,0
798256000,4,0
798760000,4,0
799264000,4,0
799768000,4,0
800272000,4,0
800776000,4,0
801280000,4,0
801784000,4,0
802288000,4,0
802792000,4,0
803296000,4,0
803800000,4,0
804304000,4,0
804808000,4,0
805312000,4,0
805816000,4,0
806320000,4,0
806824000,4,0
807328000,4,0
807832000,4,0
808336000,4,0
808840000,4,0
809344000,4,0
809848000,4,0
810352000,4,0
810856000,4,0
811360000,4,0
811864000,4,0
812368000,4,0
812872000,4,0
813376000,4,0
813880000,4,0
814384000,4,0
814888000,4,0
815392000,4,0
815896000,4,0
816400000,4,0
816904000,4,0
817408000,4,0
817912000,4,0
818416000,4,0
818920000,4,0
819424000,4,0
819928000,4,0
820432000,4,0
820936000,4,0
821440000,4,0
821944000,4,0
822448000,4,0
822952000,4,0
823456000,4,0
823960000,4,0
824464000,4,0
824968000,4,0
825472000,4,0
825976000,4,0
826480000,4,0
826984000,4,0
827488000,4,0
827992000,4,0
828496000,4,0
829000000,4,0
829504000,4,0
830008000,4,0
830512000,4,0
831016000,4,0
831520000,4,0
832024000,4,0
832528000,4,0
833032000,4,0
833536000,4,0
834040000,4,0
834544000,4,0
835048000,4,0
835552000,4,0
836056000,4,0
836560000,4,0
837064000,4,0
837568000,4,0
838072000,4,0
838576000,4,0
839080000,4,0
839584000,4,0
840088000,4,0
840592000,4,0
841096000,4,0
841600000,4,0
842104000,4,0
842608000,4,0
843112000,4,0
843616000,4,0
844120000,4,0
844624000,4,0
845128000,4,0
845632000,4,0
846136000,4,0
846640000,4,0
847144000,4,0
847648000,4,0
848152000,4,0
848656000,4,0
849160000,4,0
849664000,4,0
850168000,4,0
850672000,4,0
851176000,4,0
851680000,4,0
852184000,4,0
852688000,4,0
853192000,4,0
853696000,4,0
854200000,4,0
854704000,4,0
855208000,4,0
855712000,4,0
856216000,4,0
856720000,4,0
857224000,4,0
857728000,4,0
858232000,4,0
858736000,4,0
859240000,4,0
859744000,4,0
860248000,4,0
860752000,4,0
861256000,4,0
861760000,4,0
862264000,4,0
862768000,4,0
863272000,4,0
863776000,4,0
864280000,4,0
864784000,4,0
865288000,4,0
865792000,4,0
866296000,4,0
866800000,4,0
867304000,4,0
867808000,4,0
868312000,4,0
868816000,4,0
869320000,4,0
869824000,4,0
870328000,4,0
870832000,4,0
871336000,4,0
871840000,4,0
872344000,4,0
872848000,4,0
873352000,4,0
873856000,4,0
874360000,4,0
874864000,4,0
875368000,4,0
875872000,4,0
876376000,4,0
876880000,4,0
877384000,4,0
877888000,4,0
878392000,4,0
878896000,4,0
879400000,4,0
879904000,4,0
880408000,4,0
880912000,4,0
881416000,4,0
881920000,4,0
882424000,4,0
882928000,4,0
883432000,4,0
883936000,4,0
884440000,4,0
884944000,4,0
885448000,4,0
885952000,4,0
886456000,4,0
886960000,4,0
887464000,4,0
887968000,4,0
888472000,4,0
888976000,4,0
889480000,4,0
889984000,4,0
890488000,4,0
890992000,4,0
891496000,4,0
892000000,4,0
892504000,4,0
893008000,4,0
893512000,4,0
894016000,4,0
894520000,4,0
895024000,4,0
895528000,4,0
896032000,4,0
896536000,4,0
897040000,4,0
897544000,4,0
898048000,4,0
898552000,4,0
899056000,4,0
899560000,4,0
900064000,4,0
900568000,4,0
901072000,4,0
901576000,4,0
902080000,4,0
902584000,4,0
903088000,4,0
903592000,4,0
904096000,4,0
904600000,4,0
905104000,4,0
905608000,4,0
906112000,4,0
906616000,4,0
907120000,4,0
907624000,4,0
908128000,4,0
908632000,4,0
909136000,4,0
909640000,4,0
910144000,4,0
910648000,4,0
911152000,4,0
911656000,4,0
912160000,4,0
912664000,4,0
913168000,4,0
913672000,4,0
914176000,4,0
914680000,4,0
915184000,4,0
915688000,4,0
916192000,4,0
916696000,4,0
917200000,4,0
917704000,4,0
918208000,4,0
918712000,4,0
919216000,4,0
919720000,4,0
920224000,4,0
920728000,4,0
921232000,4,0
921736000,4,0
922240000,4,0
922744000,4,0
923248000,4,0
923752000,4,0
924256000,4,0
924760000,4,0
925264000,4,0
925768000,4,0
926272000,4,0
926776000,4,0
927280000,4,0
927784000,4,0
928288000,4,0
928792000,4,0
929296000,4,0
929800000,4,0
930304000,4,0
930808000,4,0
931312000,4,0
931816000,4,0
932320000,4,0
932824000,4,0
933328000,4,0
933832000,4,0
934336000,4,0
934840000,4,0
935344000,4,0
935848000,4,0
936352000,4,0
936856000,4,0
937360000,4,0
937864000,4,0
938368000,4,0
938872000,4,0
939376000,4,0
939880000,4,0
940384000,4,0
940888000,4,0
941392000,4,0
941896000,4,0
942400000,4,0
942904000,4,0
943408000,4,0
943912000,4,0
944416000,4,0
944920000,4,0
945424000,4,0
945928000,4,0
946432000,4,0
946936000,4,0
947440000,4,0
947944000,4,0
948448000,4,0
948952000,4,0
949456000,4,0
949960000,4,0
950464000,4,0
950968000,4,0
951472000,4,0
951976000,4,0
952480000,4,0
952984000,4,0
953488000,4,0
953992000,4,0
954496000,4,0
955000000,4,0
955504000,4,0
956008000,4,0
956512000,4,0
957016000,4,0
957520000,4,0
958024000,4,0
958528000,4,0
959032000,4,0
959536000,4,0
960040000,4,0
960544000,4,0
961048000,4,0
961552000,4,0
962056000,4,0
962560000,4,0
963064000,4,0
963568000,4,0
964072000,4,0
964576000,4,0
965080000,4,0
965584000,4,0
966088000,4,0
966592000,4,0
967096000,4,0
967600000,4,0
968104000,4,0
968608000,4,0
969112000,4,0
969616000,4,0
970120000,4,0
970624000,4,0
971128000,4,0
971632000,4,0
972136000,4,0
972640000,4,0
973144000,4,0
973648000,4,0
974152000,4,0
974656000,4,0
975160000,4,0
975664000,4,0
976168000,4,0
976672000,4,0
977176000,4,0
977680000,4,0
978184000,4,0
978688000,4,0
979192000,4,0
979696000,4,0
980200000,4,0
980704000,4,0
981208000,4,0
981712000,4,0
982216000,4,0
982720000,4,0
983224000,4,0
983728000,4,0
984232000,4,0
984736000,4,0
985240000,4,0
985744000,4,0
986248000,4,0
986752000,4,0
987256000,4,0
987760000,4,0
988264000,4,0
988768000,4,0
989272000,4,0
989776000,4,0
990280000,4,0
990784000,4,0
991288000,4,0
991792000,4,0
992296000,4,0
992800000,4,0
993304000,4,0
993808000,4,0
994816000,4,0
995320000,4,0
995824000,4,0
996328000,4,0
996832000,4,0
997336000,4,0
997840000,4,0
998344000,4,0
998848000,4,0
999352000,4,0
999856000,4,0
1000360000,4,0
1000864000,4,0
1001368000,4,0
1001872000,4,0
1002376000,4,0
1002880000,4,0
1003384000,4,0
