timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_flarm,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
124504000,4000.0,0.18572098,227.09164,0.0,10,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124764000,4000.0,0.18572098,227.09164,0.0,17,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126020000,4000.0,0.18572098,846.6136,0.0,46,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127276000,4000.0,0.18572098,350.59763,0.0,64,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128276000,4000.0,0.18572098,363.54584,0.0,73,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128532000,4000.0,0.18572098,350.59763,0.0,79,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129788000,4000.0,0.18572098,499.004,0.0,98,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131044000,4000.0,0.18572098,363.54584,0.0,117,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132304000,4000.0,0.18572098,238.04782,0.0,130,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133304000,4000.0,0.18572098,350.59763,0.0,144,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133560000,4000.0,0.18572098,363.54584,0.0,146,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134816000,4000.0,0.18572098,571.71313,0.0,170,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136072000,4000.0,0.18572098,350.59763,0.0,184,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137328000,4000.0,0.18572098,363.54584,0.0,197,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138328000,4000.0,0.18572098,350.59763,0.0,210,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138584000,4000.0,0.18572098,172.31076,0.0,218,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139840000,4000.0,0.18572098,363.54584,0.0,237,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141100000,4000.0,0.18572098,499.004,0.0,250,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142360000,4000.0,0.18572098,350.59763,0.0,268,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143360000,4000.0,0.18572098,363.54584,0.0,277,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143612000,4000.0,0.18572098,350.59763,0.0,283,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
