timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
970076000,1,1,1,1,0,0,0,1,0,0,1,1
971116000,1,1,1,1,0,0,0,1,0,0,1,1
972156000,1,1,1,1,0,0,0,1,0,0,1,1
973196000,1,1,1,1,0,0,0,1,0,0,1,1
974236000,1,1,1,1,0,0,0,1,0,0,1,1
975276000,1,1,1,1,0,0,0,1,0,0,1,1
976316000,1,1,1,1,0,0,0,1,0,0,1,1
977356000,1,1,1,1,0,0,0,1,0,0,1,1
978396000,1,1,1,1,0,0,0,1,0,0,1,1
979436000,1,1,1,1,0,0,0,1,0,0,1,1
980476000,1,1,1,1,0,0,0,1,0,0,1,1
