timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
1250852000,0,0,0,1,255
1252868000,0,0,0,1,255
1254884000,0,0,0,1,255
1256900000,0,0,0,1,255
1258916000,0,0,0,1,255
1260932000,0,0,0,1,255
1262948000,0,0,0,1,255
1264964000,0,0,0,1,255
1266980000,0,0,0,1,255
1268996000,0,0,0,1,255
1271012000,0,0,0,1,255
1273028000,0,0,0,1,255
1275044000,0,0,0,1,255
1277060000,0,0,0,1,255
1279076000,0,0,0,1,255
1281092000,0,0,0,1,255
1283108000,0,0,0,1,255
1285124000,0,0,0,1,255
1287140000,0,0,0,1,255
1289156000,0,0,0,1,255
1291172000,0,0,0,1,255
1293188000,0,0,0,1,255
1295204000,0,0,0,1,255
1297220000,0,0,0,1,255
1299236000,0,0,0,1,255
1301252000,0,0,0,1,255
1303268000,0,0,0,1,255
1305284000,0,0,0,1,255
1307300000,0,0,0,1,255
1309316000,0,0,0,1,255
1311332000,0,0,0,1,255
1313348000,0,0,0,1,255
1315364000,0,0,0,1,255
1317380000,0,0,0,1,255
1319396000,0,0,0,1,255
1321412000,0,0,0,1,255
1323428000,0,0,0,1,255
1325444000,0,0,0,1,255
1327460000,0,0,0,1,255
1329476000,0,0,0,1,255
1331492000,0,0,0,1,255
1333508000,0,0,0,1,255
1335524000,0,0,0,1,255
1337540000,0,0,0,1,255
1339556000,0,0,0,1,255
1341572000,0,0,0,1,255
1343588000,0,0,0,1,255
1345604000,0,0,0,1,255
1347620000,0,0,0,1,255
1349636000,0,0,0,1,255
1351652000,0,0,0,1,255
1353668000,0,0,0,1,255
1355684000,0,0,0,1,255
1357700000,0,0,0,1,255
1359716000,0,0,0,1,255
1361732000,0,0,0,1,255
1363748000,0,0,0,1,255
1365764000,0,0,0,1,255
1367780000,0,0,0,1,255
1369796000,0,0,0,1,255
1371812000,0,0,0,1,255
1373828000,0,0,0,1,255
1375844000,0,0,0,1,255
1377860000,0,0,0,1,255
1379876000,0,0,0,1,255
1381892000,0,0,0,1,255
1383908000,0,0,0,1,255
1385924000,0,0,0,1,255
1387940000,0,0,0,1,255
1389956000,0,0,0,1,255
1391972000,0,0,0,1,255
1393988000,0,0,0,1,255
1396004000,0,0,0,1,255
1398020000,0,0,0,1,255
1400036000,0,0,0,1,255
1402052000,0,0,0,1,255
1404068000,0,0,0,1,255
1406084000,0,0,0,1,255
1408100000,0,0,0,1,255
1410116000,0,0,0,1,255
1412132000,0,0,0,1,255
1414148000,0,0,0,1,255
1416164000,0,0,0,1,255
1418180000,0,0,0,1,255
1420196000,0,0,0,1,255
1422212000,0,0,0,1,255
1424228000,0,0,0,1,255
1426244000,0,0,0,1,255
1428260000,0,0,0,1,255
1430276000,0,0,0,1,255
1432292000,0,0,0,1,255
1434308000,0,0,0,1,255
1436324000,0,0,0,1,255
1438340000,0,0,0,1,255
1440356000,0,0,0,1,255
1442372000,0,0,0,1,255
1444388000,0,0,0,1,255
1446404000,0,0,0,1,255
1448420000,0,0,0,1,255
1450436000,0,0,0,1,255
1452452000,0,0,0,1,255
1454468000,0,0,0,1,255
1456484000,0,0,0,1,255
1458500000,0,0,0,1,255
1460516000,0,0,0,1,255
1462532000,0,0,0,1,255
1464548000,0,0,0,1,255
1466564000,0,0,0,1,255
1468580000,0,0,0,1,255
1470596000,0,0,0,1,255
1472612000,0,0,0,1,255
1474628000,0,0,0,1,255
1476644000,0,0,0,1,255
1478660000,0,0,0,1,255
1480676000,0,0,0,1,255
1482692000,0,0,0,1,255
1484708000,0,0,0,1,255
1486724000,0,0,0,1,255
1488740000,0,0,0,1,255
1490756000,0,0,0,1,255
1492772000,0,0,0,1,255
1494788000,0,0,0,1,255
1496804000,0,0,0,1,255
1498820000,0,0,0,1,255
1500836000,0,0,0,1,255
1502852000,0,0,0,1,255
1504868000,0,0,0,1,255
1506884000,0,0,0,1,255
1508900000,0,0,0,1,255
1510916000,0,0,0,1,255
1512932000,0,0,0,1,255
1514948000,0,0,0,1,255
1516964000,0,0,0,1,255
1518980000,0,0,0,1,255
1520996000,0,0,0,1,255
1523012000,0,0,0,1,255
1525028000,0,0,0,1,255
1527044000,0,0,0,1,255
1529060000,0,0,0,1,255
1531076000,0,0,0,1,255
1533092000,0,0,0,1,255
1535108000,0,0,0,1,255
1537124000,0,0,0,1,255
1539140000,0,0,0,1,255
1541156000,0,0,0,1,255
1543172000,0,0,0,1,255
1545188000,0,0,0,1,255
1547204000,0,0,0,1,255
1549220000,0,0,0,1,255
1551236000,0,0,0,1,255
1553252000,0,0,0,1,255
1555268000,0,0,0,1,255
1557284000,0,0,0,1,255
1559300000,0,0,0,1,255
1561316000,0,0,0,1,255
1563332000,0,0,0,1,255
1565348000,0,0,0,1,255
1567364000,0,0,0,1,255
1569380000,0,0,0,1,255
1571396000,0,0,0,1,255
1573412000,0,0,0,1,255
1575428000,0,0,0,1,255
1577444000,0,0,0,1,255
1579460000,0,0,0,1,255
1581476000,0,0,0,1,255
1583492000,0,0,0,1,255
1585508000,0,0,0,1,255
1587524000,0,0,0,1,255
1589540000,0,0,0,1,255
1591556000,0,0,0,1,255
1593572000,0,0,0,1,255
1595588000,0,0,0,1,255
1597604000,0,0,0,1,255
1599620000,0,0,0,1,255
1601640000,0,0,0,1,255
1603656000,0,0,0,1,255
1605672000,0,0,0,1,255
1607688000,0,0,0,1,255
1609704000,0,0,0,1,255
1611720000,0,0,0,1,255
1613736000,0,0,0,1,255
1615752000,0,0,0,1,255
1617768000,0,0,0,1,255
1619784000,0,0,0,1,255
1621796000,0,0,0,1,255
1623812000,0,0,0,1,255
1625828000,0,0,0,1,255
1627844000,0,0,0,1,255
1629860000,0,0,0,1,255
1631876000,0,0,0,1,255
1633892000,0,0,0,1,255
1635908000,0,0,0,1,255
1637924000,0,0,0,1,255
1639940000,0,0,0,1,255
1641956000,0,0,0,1,255
1643972000,0,0,0,1,255
1645988000,0,0,0,1,255
1648004000,0,0,0,1,255
1650020000,0,0,0,1,255
1652036000,0,0,0,1,255
1654052000,0,0,0,1,255
1656068000,0,0,0,1,255
1658084000,0,0,0,1,255
1660100000,0,0,0,1,255
1662116000,0,0,0,1,255
1664132000,0,0,0,1,255
1666148000,0,0,0,1,255
1668164000,0,0,0,1,255
1670180000,0,0,0,1,255
1672196000,0,0,0,1,255
1674212000,0,0,0,1,255
1676228000,0,0,0,1,255
1678244000,0,0,0,1,255
1680260000,0,0,0,1,255
1682276000,0,0,0,1,255
1684292000,0,0,0,1,255
1686308000,0,0,0,1,255
1688324000,0,0,0,1,255
1690340000,0,0,0,1,255
1692356000,0,0,0,1,255
1694372000,0,0,0,1,255
1696388000,0,0,0,1,255
1698404000,0,0,0,1,255
1700420000,0,0,0,1,255
1702436000,0,0,0,1,255
1704452000,0,0,0,1,255
1706468000,0,0,0,1,255
1708484000,0,0,0,1,255
1710500000,0,0,0,1,255
1712516000,0,0,0,1,255
1714532000,0,0,0,1,255
1716548000,0,0,0,1,255
1718564000,0,0,0,1,255
1720580000,0,0,0,1,255
1722600000,0,0,0,1,255
1724616000,0,0,0,1,255
1726632000,0,0,0,1,255
1728648000,0,0,0,1,255
1730664000,0,0,0,1,255
1732680000,0,0,0,1,255
1734696000,0,0,0,1,255
1736712000,0,0,0,1,255
1738728000,0,0,0,1,255
1740744000,0,0,0,1,255
1742760000,0,0,0,1,255
1744776000,0,0,0,1,255
1746792000,0,0,0,1,255
1748808000,0,0,0,1,255
1750824000,0,0,0,1,255
1752840000,0,0,0,1,255
1754856000,0,0,0,1,255
1756872000,0,0,0,1,255
1758888000,0,0,0,1,255
1760904000,0,0,0,1,255
1762920000,0,0,0,1,255
1764936000,0,0,0,1,255
1766952000,0,0,0,1,255
1768968000,0,0,0,1,255
1770984000,0,0,0,1,255
1773000000,0,0,0,1,255
1775016000,0,0,0,1,255
1777032000,0,0,0,1,255
1779048000,0,0,0,1,255
1781064000,0,0,0,1,255
1783080000,0,0,0,1,255
1785096000,0,0,0,1,255
1787112000,0,0,0,1,255
1789128000,0,0,0,1,255
1791144000,0,0,0,1,255
1793160000,0,0,0,1,255
1795176000,0,0,0,1,255
1797192000,0,0,0,1,255
1799208000,0,0,0,1,255
1801224000,0,0,0,1,255
1803240000,0,0,0,1,255
1805256000,0,0,0,1,255
1807272000,0,0,0,1,255
1809288000,0,0,0,1,255
1811304000,0,0,0,1,255
1813320000,0,0,0,1,255
1815336000,0,0,0,1,255
1817352000,0,0,0,1,255
1819368000,0,0,0,1,255
1821384000,0,0,0,1,255
1823400000,0,0,0,1,255
1825416000,0,0,0,1,255
1827432000,0,0,0,1,255
1829448000,0,0,0,1,255
1831464000,0,0,0,1,255
1833480000,0,0,0,1,255
1835496000,0,0,0,1,255
1837512000,0,0,0,1,255
1839528000,0,0,0,1,255
1841544000,0,0,0,1,255
1843560000,0,0,0,1,255
1845576000,0,0,0,1,255
1847592000,0,0,0,1,255
1849608000,0,0,0,1,255
1851624000,0,0,0,1,255
1853640000,0,0,0,1,255
1855656000,0,0,0,1,255
1857672000,0,0,0,1,255
1859688000,0,0,0,1,255
1861704000,0,0,0,1,255
1863720000,0,0,0,1,255
1865736000,0,0,0,1,255
1867752000,0,0,0,1,255
1869768000,0,0,0,1,255
1871784000,0,0,0,1,255
1873800000,0,0,0,1,255
1875816000,0,0,0,1,255
1877832000,0,0,0,1,255
1879848000,0,0,0,1,255
1881864000,0,0,0,1,255
1883880000,0,0,0,1,255
1885896000,0,0,0,1,255
1887912000,0,0,0,1,255
1889928000,0,0,0,1,255
1891944000,0,0,0,1,255
1893960000,0,0,0,1,255
1895976000,0,0,0,1,255
1897992000,0,0,0,1,255
1900008000,0,0,0,1,255
1902024000,0,0,0,1,255
1904040000,0,0,0,1,255
1906056000,0,0,0,1,255
1908072000,0,0,0,1,255
1910088000,0,0,0,1,255
1912104000,0,0,0,1,255
1914120000,0,0,0,1,255
1916136000,0,0,0,1,255
1918152000,0,0,0,1,255
1920168000,0,0,0,1,255
1922184000,0,0,0,1,255
1924200000,0,0,0,1,255
1926216000,0,0,0,1,255
1928232000,0,0,0,1,255
1930248000,0,0,0,1,255
1932264000,0,0,0,1,255
1934280000,0,0,0,1,255
1936296000,0,0,0,1,255
1938312000,0,0,0,1,255
